firstName,lastName,email,phone,zipCode,address,apt,city,state,dob,timezone,latitude,longitude
Joseph,Russo,joseph.russo@hotmail.com,5852045724,14209,8485 Jefferson St,,Buffalo,NY,10/28/1962,America/New_York,42.920159,-78.783705
Christine,Jones,christine_jones4@yahoo.com,7183207718,11356,240 Washington Ave,,Queens,NY,08/07/1978,America/New_York,40.783543,-73.850647
Frank,Brown,frank.brown18@gmail.com,5165962540,10309,5956 Washington Ave,Apt 693,Staten Island,NY,10/11/1968,America/New_York,40.518339,-74.21446
Angela,Williams,angelawill@gmail.com,8458973956,10301,6380 Cedar Ln,,Staten Island,NY,03/04/1993,America/New_York,40.632059,-74.087888
Michael,Miller,michael.miller8@protonmail.com,2125989064,14205,4911 Cedar Ln,Apt 818,Buffalo,NY,08/08/1988,America/New_York,42.9011,-78.837358
John,Conti,johnconti55@gmail.com,9349125008,14601,2719 First St,,Rochester,NY,11/15/1975,America/New_York,43.157102,-77.606214
Michelle,Conti,michelle.conti@yahoo.com,9295651197,14610,388 Moore Ave,,Rochester,NY,05/16/1997,America/New_York,43.114316,-77.516104
John,Brown,johnbrown77@gmail.com,8454845381,10451,8740 Brown St,,Bronx,NY,06/01/1947,America/New_York,40.82477,-73.924386
Christine,Williams,christine.williams53@gmail.com,6463526290,13209,4374 Davis Ave,Apt 192,Syracuse,NY,11/27/1989,America/New_York,43.085311,-76.069894
Salvatore,Romano,salvatore_romano@yahoo.com,9177258497,10460,8311 Miller St,,Bronx,NY,02/15/1999,America/New_York,40.845506,-73.882543
Lisa,Esposito,lisa.esposito71@outlook.com,9342264918,13201,8265 Anderson St,,Syracuse,NY,07/22/2002,America/New_York,43.05182,-76.143533
Salvatore,Greco,salvatoregrec@protonmail.com,3479824028,14609,9327 Smith Rd,,Rochester,NY,05/27/2003,America/New_York,43.20469,-77.533106
Catherine,Ricci,catherine.ricci52@hotmail.com,3477799407,11203,4399 Brown St,,Brooklyn,NY,04/23/1952,America/New_York,40.648596,-73.926855
Michael,Russo,michael.russo93@outlook.com,3472023355,14205,297 Miller St,,Buffalo,NY,05/18/1993,America/New_York,42.89146,-78.833767
Lisa,Miller,lisa.miller85@gmail.com,9173716101,10010,6555 Pine St,,New York,NY,06/17/1985,America/New_York,40.742112,-73.983483
Jennifer,Marino,jenniferm05@protonmail.com,3156218589,12209,9125 Park Rd,,Albany,NY,11/13/2005,America/New_York,42.625826,-73.86301
Michael,Jones,michaelj92@hotmail.com,9172699871,14207,2604 Maple Ave,Apt 26,Buffalo,NY,09/18/1992,America/New_York,42.903027,-78.811322
Donna,Esposito,donna_esposito@protonmail.com,7169998819,10002,6031 Main St,Apt 631,New York,NY,10/17/1965,America/New_York,40.716796,-73.983893
Nicholas,Ricci,n.ricci@yahoo.com,5163977759,10304,8786 Washington Ave,,Staten Island,NY,06/25/1989,America/New_York,40.614164,-74.08961
Anthony,Marino,anthony_marino@gmail.com,5857119031,11103,7055 Jackson St,,Queens,NY,07/14/1983,America/New_York,40.7625,-73.91489
Joseph,Marino,joseph.marino79@yahoo.com,9149616814,14603,1468 First St,,Rochester,NY,10/27/1979,America/New_York,43.178675,-77.593666
Frank,Miller,frank.miller4@gmail.com,7166279833,10452,5212 Park Rd,Apt 888,Bronx,NY,07/11/1966,America/New_York,40.836961,-73.92517
Christine,Greco,christine.greco37@gmail.com,6316124653,14203,158 Lincoln Rd,,Buffalo,NY,07/09/1990,America/New_York,42.880079,-78.855074
Anthony,Brown,anthony.brown@yahoo.com,5852139209,14205,1747 Fourth St,Apt 734,Buffalo,NY,04/19/1953,America/New_York,42.897201,-78.837415
Catherine,Williams,catherinew81@hotmail.com,5182775123,10308,4856 Franklin Ave,Apt 825,Staten Island,NY,05/14/1981,America/New_York,40.553404,-74.150986
Jennifer,Esposito,jennifer.esposito86@outlook.com,3472253021,13210,6559 Pine St,,Syracuse,NY,12/05/1968,America/New_York,42.998416,-76.052439
Jennifer,Williams,jenniferwill@gmail.com,6466546975,14206,1459 Madison Ave,Apt 253,Buffalo,NY,11/22/1969,America/New_York,42.843841,-78.820213
Nicholas,Johnson,nicholas.johnson@hotmail.com,8453669510,11355,3794 Brown St,Apt 694,Queens,NY,11/24/1948,America/New_York,40.751631,-73.820816
Donna,Smith,donna_smith@outlook.com,2123847351,11205,8086 Cedar Ln,,Brooklyn,NY,02/04/1971,America/New_York,40.699338,-73.965297
Maria,Marino,mmarino45@hotmail.com,2125382038,11201,4037 Davis Ave,Apt 598,Brooklyn,NY,05/21/2001,America/New_York,40.695415,-73.993851
Frank,Conti,frankcon85@outlook.com,9146496299,14209,5477 Johnson Rd,Apt 251,Buffalo,NY,08/15/1948,America/New_York,42.916448,-78.790596
Vincent,Brown,vincent.brown46@protonmail.com,8456962182,11206,3616 Moore Ave,,Brooklyn,NY,06/03/1946,America/New_York,40.705641,-73.945509
Jennifer,Ricci,jennifer.ricci73@hotmail.com,9292459612,11203,1552 Fourth St,,Brooklyn,NY,06/20/1973,America/New_York,40.652109,-73.92474
Angela,Williams,angela_williams78@gmail.com,9346236422,10006,4704 Moore Ave,,New York,NY,05/03/1971,America/New_York,40.705558,-74.009248
Angela,Greco,angela_greco9@hotmail.com,9295338995,10018,4889 Williams Ave,,New York,NY,04/08/1953,America/New_York,40.753023,-73.987517
Catherine,Williams,catherine_williams93@outlook.com,9292922623,11357,6675 Anderson St,Apt 512,Queens,NY,10/25/1988,America/New_York,40.78933,-73.840155
Donna,Conti,d.conti@yahoo.com,6462646754,14210,2078 Anderson St,Apt 410,Buffalo,NY,03/13/2000,America/New_York,42.829656,-78.781062
Anthony,Esposito,anthonyespo@gmail.com,6318946006,11208,1428 Third St,Apt 3,Brooklyn,NY,06/10/1978,America/New_York,40.674385,-73.872245
Vincent,Greco,vgreco40@protonmail.com,6466492946,11103,419 Martin St,Apt 330,Queens,NY,09/10/1983,America/New_York,40.770482,-73.916264
Christine,Johnson,c.johnson@outlook.com,6314701271,11208,4534 Fourth St,Apt 315,Brooklyn,NY,01/10/2002,America/New_York,40.67418,-73.87269
Catherine,Marino,catherinem84@hotmail.com,8459879034,13202,6071 Smith Rd,,Syracuse,NY,07/01/1984,America/New_York,43.040393,-76.132776
Angela,Jones,angelaj95@outlook.com,2129195235,10306,875 Smith Rd,,Staten Island,NY,11/07/1995,America/New_York,40.566608,-74.132042
Michelle,Ferrari,michelle.ferrari2@hotmail.com,7164757668,12203,1684 Franklin Ave,,Albany,NY,09/06/1985,America/New_York,42.650669,-73.830365
Joseph,Conti,josephconti10@hotmail.com,5169952743,13204,60 Taylor Ave,,Syracuse,NY,12/15/1992,America/New_York,43.024339,-76.121293
Donna,Davis,donna.davis15@gmail.com,7168634292,14205,1822 Johnson Rd,,Buffalo,NY,02/07/1997,America/New_York,42.900375,-78.839045
Jennifer,Miller,jennifer.miller@yahoo.com,6464252876,10307,7556 Pine St,Apt 235,Staten Island,NY,05/10/1997,America/New_York,40.504451,-74.239466
Anthony,Russo,anthony.russo63@gmail.com,5163151678,10460,1350 Lincoln Rd,,Bronx,NY,07/03/1963,America/New_York,40.844566,-73.875006
Salvatore,Davis,salvatore.davis@protonmail.com,5164243512,10302,1367 Pine St,,Staten Island,NY,07/05/1972,America/New_York,40.626555,-74.129937
Salvatore,Jones,salvatore567@outlook.com,9349305845,14603,479 Anderson St,Apt 694,Rochester,NY,01/07/1980,America/New_York,43.174665,-77.585706
Anthony,Conti,anthonyconti86@yahoo.com,9146733987,13208,9766 Jefferson St,Apt 439,Syracuse,NY,04/08/1967,America/New_York,43.005126,-76.081961
Maria,Brown,maria.brown94@hotmail.com,5853866963,14210,7579 Pine St,,Buffalo,NY,03/13/1994,America/New_York,42.825592,-78.7762
Lisa,Marino,l.marino@gmail.com,6074663958,12204,1114 Smith Rd,,Albany,NY,11/27/1996,America/New_York,42.670067,-73.852135
Nicholas,Ricci,nicholasricci28@gmail.com,7168686616,13208,8101 Fourth St,,Syracuse,NY,10/15/1987,America/New_York,43.012235,-76.078395
Michael,Brown,michael.brown1@gmail.com,9295243428,12202,5199 Taylor Ave,,Albany,NY,07/15/1956,America/New_York,42.677647,-73.83623
Joseph,Johnson,joseph.johnson9@hotmail.com,8456644316,10307,1954 Lincoln Rd,Apt 306,Staten Island,NY,10/07/1967,America/New_York,40.503137,-74.242741
Michelle,Esposito,michelleesposito108@protonmail.com,7189816383,14609,4734 Williams Ave,,Rochester,NY,09/05/1960,America/New_York,43.208613,-77.529807
Catherine,Russo,catherine_russo@hotmail.com,9349836830,14605,5275 Miller St,,Rochester,NY,04/02/1957,America/New_York,43.191115,-77.569792
Joseph,Ricci,josephric42@hotmail.com,3476659633,14602,868 Wilson Rd,,Rochester,NY,11/18/1996,America/New_York,43.16808,-77.600488
Angela,Miller,angela.miller44@protonmail.com,9175827014,13210,8634 Jefferson St,,Syracuse,NY,02/13/1947,America/New_York,42.998098,-76.054969
Maria,Conti,maria.conti03@yahoo.com,9142103740,12204,6826 Fifth St,,Albany,NY,12/01/2003,America/New_York,42.669686,-73.861161
Vincent,Brown,vincent_brown@outlook.com,6469265393,10309,5806 Miller St,,Staten Island,NY,06/11/1996,America/New_York,40.518681,-74.206367
Christine,Esposito,christine.esposito@protonmail.com,3472204335,11354,8475 Oak Ave,,Queens,NY,11/27/2001,America/New_York,40.772195,-73.8322
Lisa,Brown,lisa509@hotmail.com,2124564088,13208,3490 Johnson Rd,,Syracuse,NY,06/19/1991,America/New_York,43.004759,-76.078395
Michael,Romano,michael1072@yahoo.com,5185862192,10013,8665 Johnson Rd,Apt 147,New York,NY,07/05/2006,America/New_York,40.717622,-74.010779
Michelle,Jones,michelle_jones55@yahoo.com,6079215213,11102,2908 Third St,,Queens,NY,02/02/1974,America/New_York,40.765896,-73.922264
Christine,Williams,christine_williams@gmail.com,9297321046,10011,4375 Moore Ave,,New York,NY,04/10/1997,America/New_York,40.742951,-73.997774
Vincent,Williams,v.williams@hotmail.com,3475672196,10001,8377 Thomas Rd,Apt 10,New York,NY,07/20/1981,America/New_York,40.752903,-73.99515
Michael,Ferrari,mferrari48@gmail.com,9142035079,10460,3999 Miller St,,Bronx,NY,10/18/1951,America/New_York,40.83816,-73.877635
Joseph,Esposito,joseph.esposito8@yahoo.com,3472758304,11355,2352 Second St,,Queens,NY,02/27/1985,America/New_York,40.7532,-73.815632
Frank,Davis,frank_davis@hotmail.com,3157197760,14205,4408 Anderson St,Apt 25,Buffalo,NY,05/05/2002,America/New_York,42.894213,-78.838475
Michael,Jones,michael.jones@protonmail.com,3476383508,10453,5104 Pine St,Apt 750,Bronx,NY,11/07/2001,America/New_York,40.847556,-73.910407
Nicholas,Ferrari,nicholas_ferrari55@hotmail.com,7189818562,13203,5739 Jones St,Apt 125,Syracuse,NY,05/25/1990,America/New_York,43.056707,-76.130119
Michelle,Esposito,michelleesp20@hotmail.com,5186354773,14205,4702 Taylor Ave,,Buffalo,NY,11/14/1969,America/New_York,42.89942,-78.843285
Michelle,Brown,michelle_brown@yahoo.com,3154669438,12206,1215 Martin St,Apt 540,Albany,NY,06/13/1987,America/New_York,42.637606,-73.805117
Michael,Greco,mgreco21@yahoo.com,2129863819,11203,8301 Taylor Ave,,Brooklyn,NY,01/21/1979,America/New_York,40.652261,-73.929975
Maria,Wilson,m.wilson@outlook.com,8459471055,10305,5801 Martin St,,Staten Island,NY,07/20/1977,America/New_York,40.597284,-74.067695
Salvatore,Russo,salvatore.russo77@gmail.com,3474974279,14201,7822 Taylor Ave,,Buffalo,NY,02/12/1977,America/New_York,42.884243,-78.882655
Nicholas,Russo,n.russo@hotmail.com,2126832198,10006,141 Lincoln Rd,,New York,NY,01/23/1985,America/New_York,40.713148,-74.016609
Michael,Wilson,michael386@outlook.com,3474509440,10007,9451 Wilson Rd,,New York,NY,03/26/1974,America/New_York,40.711201,-74.009842
Vincent,Johnson,vincent631@protonmail.com,5163199782,11202,8127 Taylor Ave,,Brooklyn,NY,10/09/2004,America/New_York,40.702783,-73.99647
Vincent,Ferrari,vincentferr@outlook.com,3479942976,14609,5260 Thomas Rd,,Rochester,NY,01/11/1955,America/New_York,43.209591,-77.524967
Lisa,Romano,lisa_romano@yahoo.com,3158661974,11209,7380 Miller St,Apt 434,Brooklyn,NY,05/06/1949,America/New_York,40.621418,-74.033334
Angela,Smith,asmith89@hotmail.com,3477243497,14207,7595 Adams St,,Buffalo,NY,03/22/2007,America/New_York,42.909949,-78.81267
Salvatore,Ricci,salvatore.ricci81@outlook.com,2129052389,11209,6632 Second St,Apt 505,Brooklyn,NY,04/21/1979,America/New_York,40.624757,-74.028633
Jennifer,Smith,jennifersmith13@yahoo.com,6317741632,10015,8385 Miller St,Apt 405,New York,NY,05/09/2004,America/New_York,40.735769,-74.000607
Vincent,Romano,vincent_romano@protonmail.com,3472788158,11102,9679 Thomas Rd,,Queens,NY,04/23/1997,America/New_York,40.763754,-73.927195
Lisa,Ricci,lisa_ricci84@hotmail.com,5856593733,11209,4854 Taylor Ave,,Brooklyn,NY,12/04/1981,America/New_York,40.618546,-74.0257
Michelle,Ricci,m.ricci@outlook.com,5187596017,10455,9273 First St,Apt 145,Bronx,NY,06/15/1977,America/New_York,40.812936,-73.906494
Christine,Williams,c.williams@outlook.com,6318266376,11204,4326 Fourth St,,Brooklyn,NY,04/18/1954,America/New_York,40.621618,-73.982932
John,Smith,jsmith43@protonmail.com,8454308082,13209,5945 Johnson Rd,,Syracuse,NY,12/15/1964,America/New_York,43.083861,-76.065061
Catherine,Johnson,catherinejohnson28@hotmail.com,7185699556,14603,1843 Lincoln Rd,,Rochester,NY,04/20/1973,America/New_York,43.174138,-77.59227
Christine,Miller,c.miller@outlook.com,5169152506,10012,158 Maple Ave,,New York,NY,12/25/1979,America/New_York,40.727043,-73.996736
Lisa,Conti,lisa.conti7@hotmail.com,3479405829,10007,3710 Park Rd,,New York,NY,10/02/1963,America/New_York,40.709408,-74.006869
Catherine,Jones,catherine.jones8@hotmail.com,8456746895,14206,622 Wilson Rd,Apt 487,Buffalo,NY,02/06/1992,America/New_York,42.8456,-78.817653
Jennifer,Ricci,jenniferr88@protonmail.com,6314002495,12204,1775 Maple Ave,,Albany,NY,02/04/1988,America/New_York,42.667356,-73.858568
Lisa,Ricci,lisa.ricci25@outlook.com,9179584602,14210,5603 Oak Ave,Apt 789,Buffalo,NY,02/14/1970,America/New_York,42.82388,-78.774457
Anthony,Jones,anthony.jones9@gmail.com,8459456694,11354,9899 Franklin Ave,Apt 436,Queens,NY,08/03/1966,America/New_York,40.766834,-73.840218
Vincent,Wilson,vincent.wilson75@gmail.com,5163949130,10009,2840 Elm St,Apt 898,New York,NY,06/21/1951,America/New_York,40.726607,-73.977253
Anthony,Greco,a.greco@hotmail.com,6075369935,12207,7370 Johnson Rd,,Albany,NY,08/18/2007,America/New_York,42.660172,-73.786514
Nicholas,Johnson,nicholasjohn@protonmail.com,7169335438,10006,2986 Brown St,,New York,NY,04/05/1992,America/New_York,40.711055,-74.011906
Michelle,Conti,michellecont@gmail.com,5854368374,10017,1842 Franklin Ave,,New York,NY,05/23/1978,America/New_York,40.754772,-73.974348
Christine,Wilson,christine.wilson47@protonmail.com,9149406584,13210,6993 Madison Ave,,Syracuse,NY,03/17/1952,America/New_York,43.002733,-76.053814
Frank,Romano,frankrom58@hotmail.com,2128371035,14207,2623 Anderson St,,Buffalo,NY,02/11/1978,America/New_York,42.90196,-78.807323
Joseph,Ferrari,joseph1013@hotmail.com,6316504715,10002,5069 Second St,,New York,NY,07/10/2004,America/New_York,40.713359,-73.983941
Lisa,Brown,lisa144@outlook.com,5186643530,12207,7314 Miller St,,Albany,NY,10/14/1986,America/New_York,42.658476,-73.786767
Salvatore,Greco,salvatore.greco@outlook.com,6467771949,12202,8259 Jefferson St,,Albany,NY,05/28/1950,America/New_York,42.676109,-73.839639
Joseph,Davis,josephdavis66@yahoo.com,9143779556,14607,974 Martin St,Apt 847,Rochester,NY,02/02/1964,America/New_York,43.194063,-77.551051
Lisa,Wilson,lisa.wilson06@hotmail.com,5857386038,12202,7563 Davis Ave,Apt 491,Albany,NY,12/13/2006,America/New_York,42.684752,-73.841376
Maria,Esposito,maria305@protonmail.com,8454412884,14606,3564 Franklin Ave,,Rochester,NY,02/08/1972,America/New_York,43.140777,-77.559889
Angela,Esposito,angelaesposito94@outlook.com,3475117519,14602,6111 Fifth St,,Rochester,NY,07/17/1972,America/New_York,43.171223,-77.603484
Vincent,Smith,vincent.smith84@gmail.com,3478627740,13206,8928 Maple Ave,Apt 389,Syracuse,NY,09/11/1979,America/New_York,43.020849,-76.095914
Lisa,Brown,l.brown@protonmail.com,9148323761,10015,917 Anderson St,Apt 453,New York,NY,12/01/1989,America/New_York,40.741458,-74.000525
Michelle,Conti,michellecon83@outlook.com,5166565247,13202,9639 Martin St,,Syracuse,NY,06/07/1999,America/New_York,43.042561,-76.141755
Frank,Smith,franksmit@gmail.com,6073902304,13203,4050 Miller St,Apt 130,Syracuse,NY,12/07/1963,America/New_York,43.057947,-76.128716
Michelle,Ricci,michelle.ricci7@yahoo.com,5188361646,12202,3444 Martin St,,Albany,NY,05/28/1948,America/New_York,42.681307,-73.840137
Jennifer,Russo,j.russo@gmail.com,9179549325,13201,4878 Adams St,,Syracuse,NY,06/26/1956,America/New_York,43.049738,-76.147092
Catherine,Smith,catherine_smith@outlook.com,9348911777,14207,8560 Wilson Rd,Apt 561,Buffalo,NY,08/12/1948,America/New_York,42.903047,-78.813009
Lisa,Brown,lisa_brown804@hotmail.com,2124326685,10008,3169 Adams St,,New York,NY,07/05/2006,America/New_York,40.713248,-74.00791
Christine,Ricci,christine.ricci74@outlook.com,9179593465,13205,6895 Johnson Rd,,Syracuse,NY,05/06/1974,America/New_York,43.066742,-76.111809
Christine,Miller,cmiller35@protonmail.com,9179018570,10452,1641 First St,,Bronx,NY,06/21/1954,America/New_York,40.843322,-73.921761
Nicholas,Greco,nicholasg94@outlook.com,7166307570,14610,5942 Williams Ave,Apt 124,Rochester,NY,06/11/1994,America/New_York,43.117825,-77.516806
Catherine,Marino,catherine_marino@gmail.com,9174541125,11208,9388 Martin St,,Brooklyn,NY,07/15/1979,America/New_York,40.672378,-73.869785
Michael,Conti,michael_conti42@yahoo.com,6464996090,10459,1428 Adams St,,Bronx,NY,02/25/1999,America/New_York,40.826949,-73.893025
Nicholas,Brown,nbrown38@yahoo.com,5163327883,14609,3234 Anderson St,,Rochester,NY,05/18/1958,America/New_York,43.203131,-77.526205
Christine,Miller,cmiller63@yahoo.com,9342093279,11356,5830 Jefferson St,Apt 34,Queens,NY,12/28/1976,America/New_York,40.786987,-73.84447
Vincent,Russo,vincent.russo68@yahoo.com,3479314176,10459,2977 Williams Ave,,Bronx,NY,11/19/1968,America/New_York,40.830858,-73.896948
Michelle,Miller,michelle.miller64@hotmail.com,7166187260,10001,5117 Oak Ave,,New York,NY,12/20/1964,America/New_York,40.749582,-73.993133
Frank,Wilson,f.wilson@protonmail.com,9177781919,11358,2764 Second St,,Queens,NY,07/18/1981,America/New_York,40.758239,-73.798639
Michael,Marino,michael_marino65@gmail.com,9178521910,12209,2882 Moore Ave,,Albany,NY,11/03/1972,America/New_York,42.631679,-73.865204
Donna,Ferrari,donna_ferrari@outlook.com,9295197361,11207,2474 Moore Ave,,Brooklyn,NY,12/27/1975,America/New_York,40.667983,-73.892263
Catherine,Miller,catherinemil16@yahoo.com,2126522573,13206,4944 Smith Rd,,Syracuse,NY,04/19/2004,America/New_York,43.013666,-76.101713
Donna,Miller,donna721@outlook.com,9296741122,12205,7909 Cedar Ln,,Albany,NY,06/07/1954,America/New_York,42.706297,-73.817125
John,Wilson,johnw87@protonmail.com,5855662813,14201,8257 Fourth St,Apt 827,Buffalo,NY,03/25/1987,America/New_York,42.881701,-78.876381
Michael,Ferrari,michael.ferrari48@outlook.com,9179682542,14209,2958 Main St,Apt 55,Buffalo,NY,03/03/1948,America/New_York,42.914697,-78.791948
Christine,Wilson,christinewilson89@hotmail.com,2124818086,14609,4324 Park Rd,,Rochester,NY,06/01/1961,America/New_York,43.202031,-77.529001
Jennifer,Wilson,j.wilson@protonmail.com,9177778468,11201,771 Smith Rd,,Brooklyn,NY,08/06/1972,America/New_York,40.688296,-73.985914
Lisa,Williams,lisa.williams91@gmail.com,7167468254,10306,1264 Main St,,Staten Island,NY,10/15/1976,America/New_York,40.564124,-74.132438
Angela,Russo,a.russo@hotmail.com,9295019887,11356,7504 Taylor Ave,Apt 678,Queens,NY,02/12/1995,America/New_York,40.787303,-73.849914
Jennifer,Ricci,jennifer_ricci45@protonmail.com,9297195986,11209,1792 First St,,Brooklyn,NY,04/10/1969,America/New_York,40.62643,-74.031146
Salvatore,Marino,smarino47@gmail.com,5855609482,10302,9877 Cedar Ln,,Staten Island,NY,12/07/1996,America/New_York,40.625554,-74.130633
Nicholas,Davis,nicholas.davis37@outlook.com,9143677382,10004,1662 Jones St,,New York,NY,05/15/1966,America/New_York,40.690136,-74.018337
Angela,Jones,angela_jones16@protonmail.com,2124432406,10456,4994 Franklin Ave,Apt 669,Bronx,NY,07/17/1980,America/New_York,40.833544,-73.906308
Nicholas,Russo,nicholasruss@yahoo.com,9345283853,11102,6982 Thomas Rd,Apt 471,Queens,NY,08/03/1958,America/New_York,40.768422,-73.928714
Jennifer,Brown,jennifer_brown@yahoo.com,9172295546,10012,9035 Main St,,New York,NY,04/02/2000,America/New_York,40.728881,-74.002276
Anthony,Russo,arusso76@gmail.com,2124342448,13204,5459 Elm St,Apt 100,Syracuse,NY,01/11/1997,America/New_York,43.025498,-76.120131
Christine,Miller,c.miller@outlook.com,9293527524,13201,4238 Moore Ave,,Syracuse,NY,09/06/2007,America/New_York,43.052877,-76.144992
Salvatore,Russo,salvatorerus35@protonmail.com,5852725923,10018,4317 Williams Ave,,New York,NY,12/27/1949,America/New_York,40.754284,-73.993021
Anthony,Brown,abrown68@yahoo.com,2125679563,10307,7164 Wilson Rd,,Staten Island,NY,02/12/1951,America/New_York,40.505853,-74.238078
Christine,Miller,christine_miller@protonmail.com,5184852673,10020,6616 Jackson St,,New York,NY,12/11/1990,America/New_York,40.75768,-73.980034
Nicholas,Conti,nicholascon83@yahoo.com,9144656427,10453,1635 Wilson Rd,,Bronx,NY,05/15/1974,America/New_York,40.849401,-73.908232
John,Smith,john.smith3@yahoo.com,6079373614,11209,5201 Elm St,,Brooklyn,NY,12/22/1975,America/New_York,40.625499,-74.033584
Lisa,Davis,lisa_davis73@protonmail.com,8454241183,14607,6409 Fourth St,Apt 294,Rochester,NY,11/18/1957,America/New_York,43.201473,-77.548599
Jennifer,Ferrari,jennifer317@gmail.com,2127004958,13209,809 Brown St,,Syracuse,NY,08/25/1955,America/New_York,43.084693,-76.070481
Salvatore,Romano,s.romano@hotmail.com,8453577024,10015,535 Williams Ave,Apt 778,New York,NY,12/11/1999,America/New_York,40.736271,-73.999645
Salvatore,Brown,s.brown@outlook.com,9343873450,13210,5463 Elm St,Apt 719,Syracuse,NY,05/26/1980,America/New_York,42.994786,-76.057085
Lisa,Brown,lisabrow@outlook.com,8454479582,10018,3674 Lincoln Rd,Apt 177,New York,NY,02/25/1981,America/New_York,40.757887,-73.98898
Catherine,Wilson,c.wilson@outlook.com,5165168168,10011,5739 Main St,,New York,NY,05/14/1996,America/New_York,40.743256,-74.0031
Michelle,Ferrari,michelle.ferrari87@outlook.com,9179089757,10007,8626 Pine St,,New York,NY,06/14/2001,America/New_York,40.716306,-74.006131
Michael,Marino,michael.marino52@protonmail.com,3477937774,13210,5000 Fourth St,,Syracuse,NY,08/17/1977,America/New_York,42.997222,-76.052828
Donna,Wilson,donnawilson45@outlook.com,6319439289,11210,9964 Franklin Ave,,Brooklyn,NY,06/25/1947,America/New_York,40.624552,-73.950258
Salvatore,Marino,salvatoremar64@hotmail.com,8456232300,13203,6459 Adams St,,Syracuse,NY,08/06/1946,America/New_York,43.061015,-76.129325
Nicholas,Jones,nicholas179@yahoo.com,7187354315,12208,2686 Davis Ave,,Albany,NY,03/14/1970,America/New_York,42.703489,-73.845055
Nicholas,Greco,nicholasg84@protonmail.com,6072332102,10456,3604 Anderson St,,Bronx,NY,11/12/1984,America/New_York,40.834297,-73.910596
Angela,Esposito,angela.esposito7@gmail.com,6316822921,14606,2122 Smith Rd,,Rochester,NY,03/12/2005,America/New_York,43.133927,-77.561385
Christine,Esposito,christine.esposito@yahoo.com,9292045733,13204,7702 Jackson St,,Syracuse,NY,12/19/1968,America/New_York,43.028723,-76.112905
Jennifer,Wilson,jennifer895@yahoo.com,9344813122,10012,2291 Second St,,New York,NY,12/27/1972,America/New_York,40.72944,-73.996975
Nicholas,Smith,nicholas.smith5@gmail.com,9144781167,10454,1892 Wilson Rd,,Bronx,NY,11/11/1977,America/New_York,40.810475,-73.91787
Salvatore,Russo,salvatorer71@gmail.com,7166121615,10453,6811 Fifth St,,Bronx,NY,06/17/1971,America/New_York,40.847204,-73.90822
Lisa,Esposito,lisa_esposito@hotmail.com,9148585511,14206,1243 Davis Ave,Apt 333,Buffalo,NY,08/10/1984,America/New_York,42.842754,-78.823032
Salvatore,Greco,salvatore879@yahoo.com,7189387342,14205,29 Smith Rd,,Buffalo,NY,12/26/1957,America/New_York,42.893003,-78.838607
Lisa,Davis,ldavis90@gmail.com,7184912229,14604,2263 Fifth St,Apt 962,Rochester,NY,07/14/1965,America/New_York,43.142542,-77.575191
Michelle,Ricci,michelle.ricci73@hotmail.com,9147656312,10457,6786 Park Rd,,Bronx,NY,02/06/1973,America/New_York,40.845018,-73.897733
Salvatore,Esposito,salvatoreesposito77@outlook.com,2127748657,10016,4909 Wilson Rd,,New York,NY,06/19/1966,America/New_York,40.745989,-73.978798
Nicholas,Russo,nicholas_russo7@gmail.com,5183022747,10303,180 Park Rd,,Staten Island,NY,05/02/1994,America/New_York,40.630543,-74.163709
Frank,Jones,frank.jones@outlook.com,7162924750,14606,2062 Pine St,,Rochester,NY,04/06/1983,America/New_York,43.134568,-77.554606
Catherine,Williams,cwilliams12@hotmail.com,8452424943,14610,6969 Park Rd,,Rochester,NY,07/26/1994,America/New_York,43.113156,-77.521291
Nicholas,Miller,nicholas.miller45@gmail.com,6468404036,13207,3204 Park Rd,,Syracuse,NY,09/15/1976,America/New_York,43.073362,-76.08952
Maria,Ricci,mariar86@protonmail.com,9297433787,10008,570 Anderson St,Apt 404,New York,NY,04/27/1986,America/New_York,40.711564,-74.004962
Michelle,Greco,michelle230@outlook.com,9297828197,14605,5909 Jackson St,,Rochester,NY,03/16/1998,America/New_York,43.19119,-77.571587
Michelle,Esposito,michelle_esposito@outlook.com,8459779443,14608,1894 Second St,,Rochester,NY,08/20/1976,America/New_York,43.12296,-77.541424
John,Marino,john.marino65@yahoo.com,5189801072,11205,5494 Williams Ave,Apt 283,Brooklyn,NY,08/02/1965,America/New_York,40.691219,-73.965303
Angela,Ferrari,angela.ferrari97@hotmail.com,5164344553,12204,9889 Oak Ave,,Albany,NY,01/22/1974,America/New_York,42.673105,-73.858182
Nicholas,Ricci,nicholas.ricci83@outlook.com,7188303839,10460,523 Jones St,Apt 24,Bronx,NY,01/16/1983,America/New_York,40.8471,-73.880872
Maria,Ferrari,mariaferr@outlook.com,5167745442,10011,1649 Williams Ave,,New York,NY,04/06/1976,America/New_York,40.744584,-74.003428
Lisa,Russo,lisar74@yahoo.com,2127045081,12207,698 Jefferson St,,Albany,NY,02/11/1974,America/New_York,42.657124,-73.790432
Angela,Johnson,a.johnson@hotmail.com,9343085212,13206,6714 Second St,Apt 821,Syracuse,NY,11/22/1972,America/New_York,43.013779,-76.098161
Michael,Esposito,michael_esposito@gmail.com,9178572535,10452,6517 Jefferson St,,Bronx,NY,09/24/1975,America/New_York,40.844078,-73.923872
